timestamp,industry,cleaned_text
2025-04-06 19:57:51+00:00,Energy,"join us for a special interview tomorrow at 8am pt/11am et with associate editor to discuss: tesla, tariffs, and the future. comment with anything you’d like to see us discuss -"
2025-04-06 20:05:09+00:00,Energy,"everyone in the bar watched as the market continued its plunge. i nudged the guy next to me, who used to be an ivermectin expert but now was an authority on tariffs, & asked what he was going to do about it when he stopped working at the gas station & started running the country."
2025-04-06 20:21:07+00:00,Energy,i did all my money on trump from the beginning so i got 20% tariffs as member of european union i got 25% tariffs as a car maker i got 500% tarrifs as an oil importer from russia i remain a master strategist
2025-04-06 20:32:48+00:00,Energy,"oil and gas donors backed president trump’s second term, expecting him to lower energy prices by helping them reduce costs and attract investment—not by starting a trade war that could sap demand"
2025-04-06 21:00:07+00:00,Energy,"""elon musk blasts snl on his social media app, 'x,' after the latest episode aired, stating that the show 'hasn't been funny in a long time.'"""
2025-04-06 21:11:30+00:00,Energy,white house senior trade adviser peter navarro said sunday that elon musk's opposition to tariffs is driven by tesla's reliance on car parts from foreign nations.
2025-04-06 21:14:47+00:00,Energy,"""the worst is behind us."" - canada's oil premier two days before the oil price crash"
2025-04-06 21:15:03+00:00,Energy,"$tsla trade idea: tsla april 11 250c trigger: 239 targets: 251,265 stop: 230 tsla- closed at 239.43. tsla dropped from 284 to 239 last week. tsla under 239 can test 225,218 again. if tsla can defend near 239 early this week we can see a bounce back up to 265 again. calls can work above 239 if the market can hold up in this range. puts can work under 232 ot 225. if tsla breaks 218 this month it can drop to 200."
2025-04-06 21:30:01+00:00,Energy,"elite options trade ideas for this week $nvda 4/11 93c at 90 i 97,100 sl 88 $tsla 4/11 250c at 239 i 251,265 sl 230 $spx 4/8 5100c at 5000 i 5100 sl 4956 $spx 4/8 4900p at 5000 i 4900 sl 5034"
2025-04-06 21:35:32+00:00,Energy,news: tesla will be the least affected by the tariffs tesla is strongly positioned! $tsla
2025-04-06 21:50:04+00:00,Energy,prime minister keir starmer is taking the first steps to help uk businesses withstand us tariffs by easing the government’s electric vehicle sales mandate
2025-04-06 22:17:45+00:00,Energy,"china's new tariffs on u.s. goods could hit big brands like apple, nike, and tesla—making their products pricier for chinese consumers. a trade war win? or a lose-lose for both economies?"
2025-04-06 22:30:38+00:00,Energy,"trump will punt on tariffs before wed. i'm tactically long. he did the same with the first canada tariff announcement. punted monday before the deadline. he's getting what he wants: oil down, yields down, cuts getting priced in he shot himself in the leg. enough people now believe he's ready to blow his brains out. his minions say he will blow his brains out. but he doesn't achieve anything by blowing his brains out. it will only strenghen resistance and possbly start a global depression. he will put the gun down one last time and say he needs time to negotiate all these new deals. 50 countries are ready to talk, remember. ackman is right. reminds me of nick timiraos telegraphing powell's decision before a presser. 14d or 30d tariff delay incoming. i longed $btc (and fartcoin obviously)"
2025-04-06 22:32:58+00:00,Energy,labour to ease ev rules as trump tariffs hit uk carmakers
2025-04-06 22:35:04+00:00,Energy,tariffs work. whodathunkit?
2025-04-06 22:37:25+00:00,Energy,"remember everyone: short tesla’s stock. the farther and harder it drops, the more likely elon will tell trump to stop w/ the stupid ass tariff stuff. short $tsla until it’s a penny stock"
2025-04-06 22:40:57+00:00,Energy,"this actually gives me some hope that trump will reconsider his tariff plans. low oil prices hurt russia, and he never seems to do anything contrary to russia's interests."
2025-04-06 22:46:45+00:00,Energy,tesla and apple bull slashes his price targets for both companies in tariff fallout
2025-04-06 22:54:30+00:00,Energy,tesla’s competitor byd is absolutely destroying them with tech. they have models that can literally jump off the ground over potholes. some serious ev’s. and trump has put the nail in the coffin with tariffs after the termoil they were already facing because elon is a prick.
2025-04-06 22:56:25+00:00,Energy,"perhaps starting a trade war isn’t the best strategy when all we make is uber eats, bird scooters, and internet coins — while the rest of the world makes oil, airplanes, and basic necessities."
2025-04-06 23:04:12+00:00,Energy,u.s. crude oil falls below $60 a barrel to lowest since 2021 on tariff-fueled recession fears: cnbc
2025-04-06 23:10:00+00:00,Energy,"sec. bessent: trump’s 20% china tariffs only raised prices 0.7%—that’s a win ""if we look at data from trump's first term, a study showed a 20% tariff on china led to a 0.7% price level increase over four years. oil prices went down almost 15% in two days, impacting working americans much more than the stock market."" source:"
2025-04-06 23:12:17+00:00,Energy,u.s. crude oil falls below $60 a barrel to lowest since 2021 on tariff-fueled recession fears
2025-04-06 23:34:07+00:00,Energy,oil prices are also plunging on fears tariffs will spark global recession
2025-04-06 23:37:57+00:00,Energy,how much will it cost for carney to: keep 80% of oil & gas in the ground? make carbon tariffs? choke alberta oil & gas? block pipelines? hit canadians with the industrial carbon tax? he needs to answer these questions youtube
2025-04-06 23:50:55+00:00,Energy,oil prices extend losses on fears global trade war could slow economy
2025-04-06 23:57:01+00:00,Energy,"dan ives cut his price forecasts for tesla's stock by 43% and for apple's by 23%. “the economic pain brought by these tariffs are hard to describe and can take the u.s. tech industry back a decade in the process while china steamrolls ahead,” he wrote"
2025-04-06 23:58:48+00:00,Energy,today - trump likens tariffs to taking 'medicine' - trump says no deal with china until trade deficit is addressed - us stock market futures plunge - japanese stock futures trading suspended due to circuit break - oil prices plunge to lowest since 2021 - australian stock market set to fall sharply
2025-04-07 18:13:23+00:00,Energy,"analyst says apple, tesla have biggest exposure to trump’s tariffs"
2025-04-07 18:16:37+00:00,Energy,"if the 104% plus tariffs on china are put in force on april 9th, the trump second term tariffs are (easily) equivalent to a $100 a barrel oil shock - i.e. oil going from $60 a barrel to $160 a barrel . 1/2"
2025-04-07 18:28:08+00:00,Energy,"us tariff won’t hurt nigeria much – finance minister edun tariff impact minimal: 14% us tariff won’t affect nigeria significantly; 92% of exports (oil/minerals) are exempt. export numbers: in 2024, nigeria exported ₦5.5tn to the us — only ₦0.44tn was non-oil and impacted. budget review underway: gov’t is reassessing 2025 budget assumptions due to global economic shifts. new borrowing strategy: shift from loans to equity, ppps, and investor partnerships; e.g., benin-asaba road project. state-owned enterprise overhaul: just 20 of 52 soes filed audited reports in 3 years — major corporate governance reforms coming. mofi’s governance scorecard: new rating system to attract investors and enforce transparency across government-owned companies."
2025-04-07 18:29:40+00:00,Energy,trump trade adviser rips tesla's musk over tariff stance
2025-04-07 19:07:32+00:00,Energy,"remember when maga freaked out at for joking about tesla stock crashing because 1% of minnesota’s pension fund was invested in the stock? today, they’re cheering as trump’s tariffs wipe out $10 trillion from global markets and gut everyone’s retirement savings. cult."
2025-04-07 19:13:11+00:00,Energy,"russian oil prices have crashed to $50 per barrel — 25% below the kremlin’s own budget forecast. due to a global market slump triggered by trump’s trade war and opec+ boosting production, the price of russia’s urals oil has tumbled near post-invasion lows. on friday, argus media reported that urals crude loaded from the baltic port of primorsk was trading at $52.76/barrel — far below the $69.70 target in russia’s 2025 budget. even russia’s own deputy finance minister admitted in march that they now expect an average of $60, which could add another 1% of gdp to the budget deficit. but let’s be honest — with prices dropping even further, that “deficit” might soon be spelled d-e-f-a-u-l-t. maybe it’s time for moscow to demilitarize… their expectations. trump trumptariffs"
2025-04-07 19:25:46+00:00,Energy,"today, i welcomed swift govt action to support the uk car industry in response to us tariffs – crucial for constituents working at jlr halewood. many ev drivers benefit from cheap electricity; many more should and will if govt cuts electricity prices"
2025-04-07 19:36:25+00:00,Energy,"premier smith says canada should have a goal of being ""energy self-sufficient, food self-sufficient"" and ""finding new markets"" for exports as she weighs in on liberal leader mark carney's remarks about canadian oil being advantageous for quebec."
2025-04-07 19:39:26+00:00,Energy,"as china halts u.s. lng imports amid tariff hikes (now 49%), europe could benefit. stranded u.s. cargoes may head west, offering relief to a continent still scrambling to replace russian gas. lng uschina energysecurity europe"
2025-04-07 19:46:40+00:00,Energy,russia’s stock market has suffered its worst week in more than two years in response to u.s. president donald trump’s sweeping global tariffs and a drop in global oil prices.
2025-04-07 19:57:21+00:00,Energy,oil extends losses to drop 2% as trump threatens more tariffs on china by
2025-04-07 19:59:05+00:00,Energy,"crude prices are reeling from tariffs, but it is often the spread between two benchmarks, or the differential, that can explain how the market is working. in recent weeks, the brent-dubai exchange of futures for swaps has trended sharply lower, prompting asian refiners to adjust their buying strategies. oott oil"
2025-04-07 20:05:07+00:00,Energy,"russian urals oil prices fell to the lowest levels since 2023 as international benchmark brent prices collapsed amid escalating trade tensions between the u.s. and china following the tariffs policy announced last week, reuters calculations based on…"
2025-04-07 20:18:00+00:00,Energy,"the trade war is clobbering energy markets, with oil hitting its lowest price in 4 years"
2025-04-07 20:19:25+00:00,Energy,"here is trump's formula - it isn't that hard! 1. lower tariffs to same or lower than us tariff 2. eliminate other trade barriers providing an actual chance for us products to get some traction 3. maybe throw in a promise of some amount of purchases such as oil, gas, agriculture from the us to eliminate a trade deficit for the us that is what he said last wednesday. that is what i've reported. the entire msm and 100's of talking heads are trying to figure out what he meant. that is what he meant. what he said. the market fell not because trumps stuttered. he didn't. not because the idea was lacking merit. the markets collapsed because reporters and pundits totally missed it. therefore, i expect. the markets to recover half and soon. weeks, not months. we are still going to have to take the medicine of government cutbacks and some impact from tariffs. this might cause one quarter of negative gdp. maybe two. by october, we will be doing amazing."
2025-04-07 20:19:30+00:00,Energy,a combination of newly imposed tariffs by the us and plummeting oil prices has caused a major decline in stock markets in the middle east
2025-04-07 20:19:45+00:00,Energy,does russia shutting down kazakhstan oil exports count as russian compliance or kazak? another informative thread to read as many factors are in play.
2025-04-07 20:37:00+00:00,Energy,there are no tariffs on crypto! experience seamless trading with bodaswap! why use bodaswap? • 0% slippage • up to 50% less gas fees • lower swap fees • add any bnbchain token address • fast & secure trade now at
2025-04-07 20:43:16+00:00,Energy,"with the stockmarketcrash .is it time for zero tariffs on eu-us trade? an excerpt of my report featuring: germany’s finance minister jörg kukies, tesla ceo elonmusk , and kiel institute economist julian hinz. full segment"
2025-04-07 20:54:56+00:00,Energy,$tsla $5k live trade recap
2025-04-07 20:57:48+00:00,Energy,"injective co-founder spoke with to discuss how crypto and tradfi markets are moving amidst 's global tariffs. since the tariffs have gone into effect, injective's recent launches, such as individual stocks like $mstr and $tsla, have seen immense sustained volume that everyday users and institutions around the world can access 24/7 with zero limits. eric points out that market forces have changed for bitcoin vs. altcoins citing increased demand ""coming from retirement accounts, macro funds and corporate treasuries."""
2025-04-07 21:05:15+00:00,Energy,longtime tesla bull dan ives slashes tsla price target amid tariff turmoil and brand crisis
2025-04-07 21:33:52+00:00,Energy,bessent: 70 countries have approached us to renegotiate trade $dji $qqq $spx $spy $iwm $dxy $vix $tsla $nvda $aapl $djt stocks stockmarket
2025-04-07 21:47:49+00:00,Energy,"so while we're dealing with tariffs and low oil prices, she's going to pay extra costs for private police and private healthcare? i wish we could fire her."
2025-04-07 22:06:49+00:00,Energy,"elon musk warns that one missing part can shut down an entire product line, and tesla knows this well! breaks down how tariffs mess with global trade $tsla"
2025-04-07 22:27:15+00:00,Energy,"a top executive at diamondback energy inc. called on presidenttrump’s administration to explain how the global tradewar will help shale producers, a rare instance of public pushback from a u.s. oil boss. read more:"
2025-04-07 22:28:25+00:00,Energy,"what charles knows is that everyone screaming tariffs are going to drive up prices is full of shit. the overall prices american's will incur will not go up bc after deporting all the illegals, housing prices will fall, rent prices will fall, oil is falling which makes everything cheaper not just gas.income taxes will remain low if not go away.there is so much to all of this that most ppl are missing and the fear mongers are betting on you being stupid. don't be stupid."
2025-04-07 22:31:52+00:00,Energy,tariffs and regulatory uncertainty apparently forcing shutdown of us power development company rad solar
2025-04-07 22:33:56+00:00,Energy,"imagine being one of the tesla simps thinking that the u.s. imposing a 34% tariff plus another 50% tariff on china by april 8, 2025 somehow won't have an impact on $tsla 's business in the us or in china."
2025-04-07 22:47:49+00:00,Energy,"does agree $tsla $13000 by 2035? we also look at today's rebound in the markets due to progress with tariff negotiations. will markets quickly snap back to s & p 5500 in weeks, not months?"
2025-04-07 22:58:44+00:00,Energy,"“putting a tax on gas exports is an easy way to ensure that more of australia’s gas flows to australians and that they pay less for it,” said dr richard denniss auspol ausvotes"
2025-04-07 23:10:26+00:00,Energy,tesla ceo elon musk’s wealth has slipped below $300 billion for the first time since november as the indiscriminate fallout from donald trump’s tariffs punishes even those closest to him
2025-04-07 23:10:47+00:00,Energy,just uploaded another members-only video on youtube & for x subscribers! long term $tsla bull flips as stock crashes + elon pushes for zero tariffs
2025-04-07 23:27:22+00:00,Energy,"kimball musk, the brother of tesla $tsla ceo elon musk, criticized president trump's tariffs and called them a ""permanent tax on the american consumer."""
2025-04-07 23:39:30+00:00,Energy,tesla is in such shit shape it's refusing to take its own cars as trade ins
2025-04-07 23:40:46+00:00,Energy,"trumps tariffs are destroying the middle class, now with lower oil prices. trump is going to tank the oil market just so he can enrich musk and all of his billionaire friends."
2025-04-07 23:44:36+00:00,Energy,auto makers will be hit with higher costs on everything from plastic for cup-holders to seat upholstery—on top of the president's 25% steel and aluminum tariffs and other duties. via
2025-04-07 23:55:46+00:00,Energy,"new: elon musk made direct appeals to president trump to reverse his sweeping new tariffs, going around peter navarro, the wh trade official he criticized over the weekend. musk and tesla have long opposed tariffs. story: w/ and me"
2025-04-07 23:55:54+00:00,Energy,"oil prices rebounded modestly after a steep 15% drop, with wti climbing above $61 amid temporary relief from escalating trade war tensions."
2025-04-08 18:17:39+00:00,Energy,"""nobody benefits from a trade war."" labour's talks trump’s tariffs, their impact on the uk, and the need for a strong industrial strategy to rebuild manufacturing and create jobs, with a focus on green energy and offshore wind."
2025-04-08 18:43:32+00:00,Energy,. seems really concerned about the economic impact of 's tariffs. imagine if he had been that concerned when he wrecked thousands of businesses & put millions of people of a job with his covid lockdowns in illinois. oil is 60 a barrel right now btw.
2025-04-08 18:51:15+00:00,Energy,investors this week see trade wars delivering a blow to the energy transition in the us — yet there is still hope for opportunities in china as it pursues its renewable ambitions
2025-04-08 19:10:44+00:00,Energy,"i'm just explaining to all my hungarian fans why my best friend trump's 20% tax, the 25% tax on car manufacturing that half my population lives on and finally the 500% tariff on russian oil (i buy) will be good for hungary. i still remain a master strategist"
2025-04-08 19:14:20+00:00,Energy,"well, the “american dream” really did come true tradewar tariffs trump musk tesla"
2025-04-08 19:30:08+00:00,Energy,long term $tsla bull flips as stock crashes + elon pushes for zero tariffs
2025-04-08 19:39:32+00:00,Energy,"nissan said it is working on a new ev platform that will support tariff-resistant u.s.-built crossovers, sedans, and maybe even a lightweight pickup truck."
2025-04-08 19:43:23+00:00,Energy,"oil companies that rallied to donald trump’s campaign slogan of “drill, baby, drill” aren’t feeling similar enthusiasm for the import tariffs he’s imposed since assuming the presidency in january—stoking fears of slowing economic growth in their wake."
2025-04-08 19:45:12+00:00,Energy,"u.s. oil prices settle below $60 a barrel on u.s. tariff plans, opec+ output hike via"
2025-04-08 19:52:31+00:00,Energy,"despite the tariffs, trump’s idiocy has exploded china’s success on just about every front, including crushing tesla, now in freefall, not just on battery life but on global sales! hahaha!"
2025-04-08 19:58:35+00:00,Energy,"the west will suffer from direct american bullying. “if you don’t want me to slap tariffs on you, you’ll have to buy $350 billion worth of my oil and gas.” — trump to the european union today. this isn’t how even jungles are managed — it’s more like a bronx mafia shakedown."
2025-04-08 20:01:54+00:00,Energy,"tariffs: after peter navarro put his foot in his mouth discussing tesla on cnbc, elon musk called the senior counselor to the president a moron suggesting he was dumber than a sack of bricks. contrary to peter's claims, tesla is the most american car in the world. h/t"
2025-04-08 20:03:40+00:00,Energy,"us electric vehicle sales rise year-over-year in march, defying tariff uncertainty"
2025-04-08 20:43:24+00:00,Energy,pres. trump has repeatedly touted a drop in oil prices and borrowing costs as a sign that sweeping new tariffs bode well for the u.s. economy — but experts told abc news the trends indicate expectations of an economic slowdown.
2025-04-08 20:53:11+00:00,Energy,natural gas futures fail to find footing as tariff fallout persists; spot prices slip: natural gas futures emerged from recent doldrums early tuesday on lighter production estimates but failed to sustain momentum as trade disputes cast a cloud over the…
2025-04-08 20:55:04+00:00,Energy,"elon, inc. discusses how donald trump’s tariffs and public fury at musk are damaging the tesla brand—and how musk is lashing out"
2025-04-08 21:03:53+00:00,Energy,"just using logic: saying tesla is ""the most american made car"" doesn't refute navarro's point that key high-value components of the vehicles are sourced overseas. otherwise elon wouldn't be upset about tariffs."
2025-04-08 21:05:15+00:00,Energy,trump’s ultimatum to the eu: buy $350 billion in u.s. energy or eat the tariffs. looks like he’s betting on oil to grease the wheels of trade faster than brussels can say 'renewable energy'!
2025-04-08 21:13:45+00:00,Energy,"1/ never a dull moment. musk is clearly living in a fantasy. at the moment, he is probably shitting himself during a trade war with china. 90% of $tsla's revenues are from selling evs. a significant amount of material to assemble the batteries is made in china and japan."
2025-04-08 21:18:06+00:00,Energy,"hertz does not seem to care about used (tariff) pricing get a 2022 tesla model 3 for $9,000 (after ev tax credit) i like how the one on the right is a ""good price"""
2025-04-08 21:39:04+00:00,Energy,just in: iraq’s parliament speaker just welcomed the largest u.s. trade delegation ever to baghdad—featuring reps from 57 american companies. sectors targeted: •oil •electricity •agriculture •industry •health •education •environmental services he called the u.s. a “strategic ally” and confirmed iraq’s commitment to signing bilateral economic agreements and protecting investor rights under its new investment law. translation? the u.s. is securing a front-row seat in iraq’s economic future—right as iraq finishes its financial system overhaul. watch the timing. iraq usinvestment iqd
2025-04-08 21:39:05+00:00,Energy,pres. trump has repeatedly touted a drop in oil prices and borrowing costs as a sign that sweeping new tariffs bode well for the u.s. economy — but experts told abc news the trends indicate expectations of an economic slowdown.
2025-04-08 21:39:35+00:00,Energy,"magnificent 7 rebound falters as apple, tesla end sharply lower amid broad tariff sell-off by"
2025-04-08 21:40:56+00:00,Energy,"rally! well, for a short time. good news came five minutes before the open on an already pumping market in the 3.00%+ range. then negative headlines came out, especially additional china tariffs. $nvda, $tsla, $appl and more all headed to the basement for another heavy day of losses for the market. setups looking quite good for tomorrow. *amazing 30 day trial offer below ps60 process is a methodology above and beyond just a technical indicator. a way of better thinking and strategy when it comes to trading this ever changing market. simply click link above and get started. are pivots a good fit? only one way to find out."
2025-04-08 21:45:50+00:00,Energy,getting ready to fill my 10k gal diesel tank & my 6.5k ethanol free gas tank at the wharf. my supplier just emailed me there’s going to be a 10% tariff. my cost for diesel: $2.38/gal my cost for ethanol free gas: $3.41/gal trump just cost me an additional: $4600
2025-04-08 21:50:02+00:00,Energy,"api reports a 1.057m bbl drop in u.s. crude stocks, but oil prices keep falling. brent hits $61.49, wti $58.14—lowest since 2021—as tariffs and opec+ moves spook markets. fundamentals don’t justify the $13 plunge. oilprices apidata wti brentcrude"
2025-04-08 21:50:05+00:00,Energy,ford’s ceo extended a show of support for elon musk after the tesla leader went on a social media tirade targeting a key backer of trump’s tariffs
2025-04-08 22:05:21+00:00,Energy,"oil’s down $10—saudi’s helping trump, squeezing russia, and it’s hitting calgary too. but questerre and companies like us are ready: lean, conservative balance sheets and resilient. meanwhile, canada stalls on trade. end bill c-69. build the future. we need pipelines qec cdnpoli trunp ableg energysecurity"
2025-04-08 22:13:37+00:00,Energy,"$nio tariffs are affecting nio, the chinese electric vehicle (ev) company, in a largely indirect manner as of april 08, 2025, given that nio does not currently export vehicles to the u.s., where some of the most significant tariff increases on chinese evs have been implemented. however, the broader implications of tariffs—particularly those imposed by the u.s. and the european union (eu)—still create ripple effects that influence nio’s operations, market sentiment, and strategic decisions. the u.s. imposed a 100% tariff on chinese-made evs in may 2024 under the biden administration, effectively quadrupling the previous 25% rate. this move was designed to protect domestic automakers and counter perceived unfair subsidies from the chinese government. since nio does not sell vehicles in the u.s. market yet (though it has expressed interest in entering north america by 2025), these tariffs do not directly impact its current sales. however, they limit nio’s potential future expansion into the u.s., as the high tariff wall makes it economically unfeasible to export vehicles from china without significant price hikes that would erode competitiveness against domestic players like tesla, rivian, or ford. in the eu, tariffs on chinese evs were finalized in october 2024, ranging from 17.4% to 37.6% on top of the existing 10% import duty, following an investigation into chinese subsidies. nio, identified as a cooperating company, faces a 21% additional duty. while nio has begun selling vehicles in europe (e.g., the el8/es8 deliveries started in september 2024), its european sales volume remains small compared to its primary market in china. the company has maintained current prices for now but has warned that price adjustments may be necessary if definitive measures are enforced. this could reduce nio’s competitiveness in europe against local brands or other chinese ev makers like byd (which faces a lower 17.4% tariff) or tesla (with a 7.8% rate due to its shanghai factory). nio’s commitment to the european market remains firm, but the tariffs force it to weigh options like local manufacturing partnerships—something it has hinted at exploring—to mitigate costs. in china, where nio delivers the vast majority of its vehicles (e.g., 13,863 in february 2025 alone), tariffs abroad can indirectly affect the company through economic and trade dynamics. if u.s. and eu tariffs escalate into a broader trade war, china’s economy could face pressure from reduced exports in other sectors, potentially softening consumer spending on premium evs like nio’s. additionally, china might retaliate with tariffs on foreign automakers like tesla, which exports from shanghai to europe and elsewhere. this could benefit nio domestically by making tesla’s offerings less competitive in china, where tesla is a key rival. some x posts suggest this scenario could be a “win-win” for nio, as it faces no direct u.s. tariff hit and could gain from reduced foreign competition at home. investor sentiment toward nio’s u.s.-listed stock ($nio) is another indirect casualty of tariff tensions. trade disputes often spook markets, leading to sell-offs in chinese adrs (american depositary receipts) like nio’s, even if the company’s fundamentals remain solid. posts on x from early april 2025 highlight this volatility, noting nio’s stock dropping amid tariff news despite its lack of u.s. sales, attributing it to broader economic uncertainty or “tariff tides affecting all ships.” nio’s valuation—around 0.7x projected 2025 revenues—reflects this cautious sentiment, though it remains attractive compared to tesla’s 9x multiple."
2025-04-08 22:15:56+00:00,Energy,"oh, gawd. that's the problem with trading, which i don't typically do. when you look at your positions every day you come up with reasons to trade.so i repositioned my under performing goldcos into oil&gas, so of course they've been crushed and my goldcos? doing okay, lol."
2025-04-08 22:30:48+00:00,Energy,"final trades! here's what julie biel, , dan nathan and are trading. $uls $xom $tjx $cvx"
2025-04-08 22:37:30+00:00,Energy,breakdown - *household consumption*: around 70-80% of gdp - *government spending*: around 10-15% of gdp - *investment*: around 5-10% of gdp - *exports*: around 5-10% of gdp (mainly driven by oil exports)
2025-04-08 23:12:07+00:00,Energy,"big downside on $tsla today as the markets continue to face downward pressure with so much uncertainty around tariffs. we alerted to this move early on in the day, leading to a huge gain of 425% at lod! did you catch a piece of this $tsla move? let us know in the comments! blackboxstocks fintech optionstrading tsla"
2025-04-08 23:29:30+00:00,Energy,"everything around china, china, china. not the song though, the tariffs, the trade, the stock on today's daily roast: trumptariffs trump china donaldtrump elon elonmusk tesla 104 chinese ai funny funnynews standup dailyshow comedian comedy jokes funny trendingnews breakingnews dailyshow iphones avenuesofthediamond crypto cryptocrash israelterroriststate juniormark lufc maischberger santapp chinatariffs tariff tariffwar tariffwars tariffimpact"
2025-04-08 23:37:56+00:00,Energy,"canada's previously announced 25% tariff on u.s.-made vehicles starts tomorrow, april 9 the tariffs apply to vehicles that do not comply with the canada-united states-mexico agreement (cusma), or has less than 75% of its content made in north america. will this impact vehicles? maybe. a significant portion of tesla's components are sourced from canada, the u.s., and mexico. some tesla vehicles likely meet the 75% north american content requirement, making them cusma-compliant and therefore not subject to the new tariff. here's a monroney sticker for a launch series model y, which has 60% can/u.s./mex parts, or strangely 65% if you speak french? in either case, it is less than 75% and would be subject to the tariffs. if any tesla vehicles are subject to the tariffs, the company will either have to swallow that cost, or raise prices. we'll find out which they pick tomorrow. does anyone have a monroney sticker for a recently built tesla?"
2025-04-08 23:41:39+00:00,Energy,"i have a confession to make. i have helped greece rip off the us for years because i buy olive oil from the peloponnese. i also prefer parmesan reggiano, so i contributed to the italian theft of american money. tariffs are the only way to stop this madness."
2025-04-08 23:47:02+00:00,Energy,"the russians are making no meaningful advancements on the battlefield while still taking near record monthly losses. trump's trade war with the entire world has driven down the global price of oil and russia is now starting to worry about trump triggering a global recession that could bankrupt russia first. my youtube update for tuesday, april 8th"
2025-04-08 23:50:00+00:00,Energy,"south korea rolls out emergency auto rescue after trump tariffs seoul unveiled sweeping measures to shield its auto industry after trump’s 25% import tariff hits thursday — covering $460b in cars and parts. support includes $10.2b in financing, tax cuts, and ev subsidies of up to 80%. south korea says it’s at a disadvantage due to lower u.s. local production and vows to protect exports. auto exports to the u.s. hit $34.7b last year — nearly half of korea’s total. sources: reuters"
2025-04-08 23:54:18+00:00,Energy,"$tsla opened strong… then everything flipped. after news of trump raising tariffs on china 100%+, the market sold off hard. in this video: – why i’m still bullish on tesla – what would make me flip bearish – my exact trading plan for the next 3 months"
2025-04-09 19:13:08+00:00,Energy,"i guess the logic is that trump cave so they expect him to cave on china tariffs also? is that the logic. it would make sense since chinese stocks are up on increased tariffs on china, which is pretty funny. so the market/tesla investors are betting trump will cave on everything."
2025-04-09 19:40:03+00:00,Energy,another victim of trump's tariffs: california's electric vehicle ambitions
2025-04-09 19:56:35+00:00,Energy,"curious to hear your thoughts on the us-china tariff war on $tsla? today, tesla has factories in the us - giga texas and fremont - and in china - giga shanghai building teslas. and my main concern is whether tesla ends up caught in the crossfire, despite manufacturing & supply chain being heavily localized…"
2025-04-09 20:11:29+00:00,Energy,"ba-boom baby! new video out tomorrow only on x! +9.69% spx +12% ndx + the tesla trade i shared with you guys, up 28% in 48 hrs! hope everyone crushed this move! i got a lot of replies from everyone, will message back this evening, it's celebration time."
2025-04-09 20:20:21+00:00,Energy,trump’s sweeping tariffs are a gift to big oil and a gut punch to clean energy manufacturing.
2025-04-09 20:21:21+00:00,Energy,"ai has the ability to transform everything, and we are in a race for global ai dominance against china. yet the trump administration has undermined our ability to compete through its tariffs, war on renewable energy, mass firings and funding freezes. losing the ai competition to china threatens our economy and national security. i joined to address this critical issue."
2025-04-09 20:32:16+00:00,Energy,"trade onchain like a pro—no wallets, no gas, no stress! tired of web3 hassles? bitget onchain lets you trade onchain tokens effortlessly—no wallets, no seed phrases, no gas fees. just open your bitget app and trade like a boss:"
2025-04-09 20:35:06+00:00,Energy,is it true that the u.s. wants to become a manufacturing powerhouse? manufacturing usatariffs tradewar tariffs trump musk tesla hulk capitanamerica batman spiderman reshoringmanufacturing maga
2025-04-09 20:36:25+00:00,Energy,"a lesson for trump and russia about unintended consequences. while trump's love for putin meant no direct tariffs, global ""tariff wars"", nervous markets, and a potential global economic downturn severely impact oil prices. for russia, every $1 decline in the price of a barrel of oil annually reduces export revenues by about $2.7bn. a drop from $82 per barrel in january to $62 today, if sustained, means on an annualised basis, russia will lose over $54bn in oil revenues. a global economic downturn and opec's plan to increase supply could easily push brent crude to $55 or even $50 a barrel by 2026 (according to goldman sachs), creating a $73bn or $86.4bn economic shortfall for russia compared to early 2025. the notion that russia has escaped the tariff war is laughable. good luck funding your tyrannical, despotic war machine, you bastards."
2025-04-09 20:42:37+00:00,Energy,"tesla stock ($tsla) closed at $272.20, up 22.69%, the 2nd-best single-day gain in its history. this comes amid a market surge following donald trump’s announcement of a 90-day pause on tariffs, excluding those on china."
2025-04-09 20:43:37+00:00,Energy,breaking: trump says he will look into exempting some u.s. companies from the tariffs $tsla
2025-04-09 20:43:57+00:00,Energy,"the magnificent seven surged today on news of higher tariff rates being delayed. $tsla & $nvda led the way while $googl was ""only"" up 10%."
2025-04-09 20:45:00+00:00,Energy,is elon musk ‘soft launching’ a trump breakup? tesla boss attacks tariffs after doge snub
2025-04-09 20:45:57+00:00,Energy,"trump’s dangerous tariffs hike costs for solar, wind, and batteries—gutting clean energy manufacturing, stalling job growth, and handing china the advantage."
2025-04-09 20:52:04+00:00,Energy,"while i am thrilled about today, i shifted 50% of my leaps back into stocks ($tsla) and reduced my tiny remaining leverage to zero. we should not expect a giant rally from here - all that happens was that the tariff scare was mitigated, not even removed (at all). $tsla is higher than it was before liberation day. this is not short term rational. today was driven by irrationality and short covering. i do not believe we are set up for a rally from there, but the opposite. i do believe the fear of a systemic collapse is gone, and that $tsla is somewhere around here well positioned to look towards a rally with earnings and june coming closer; but very short term, i am cautious."
2025-04-09 20:54:09+00:00,Energy,"""kissinger dies and suddenly the us is in a trade war with china policy doesn't matter it is all just spellcraft and when the man dies the spell dies with the man"" -the homeless guy outside the gas station"
