timestamp,industry,cleaned_text
2025-02-10 22:40:40+00:00,Agri,the back & forth of tariff threats from our neighbours to the south can be confusing and spawn uncertainty for many producers. 's hon. gary mar joins us at fsc25 with a keynote presentation on how canada - and producers in the prairies - can navigate for success beyond this rising tension. register today
2025-02-10 22:43:18+00:00,Agri,"the decline in food prices is a result of deliberate, strategic interventions aimed at boosting domestic production, not reliance on food imports. the federal government, under president bola ahmed tinubu gcfr , has made unprecedented investments in nigerian farmers to ensure food security and affordability. key achievements of the ministry of agriculture and food security under the leadership of : massive dry season wheat farming support – 300,000 farmers were supported during the 2024/2025 wheat dry season farming, which concluded in december 2024. this included a 50% subsidy on fertilizers and a 75% subsidy on seeds, leading to an outstanding 98% redemption rate. bumper harvests recorded nationwide – the success of the last harvest season was driven by multiple government interventions, including the distribution of 2.15 million bags of fertilizers to farmers to improve yield. farm mechanization and equipment subsidy – farmers received planters, water pumps, and other essential equipment at 75% subsidy, making modern farming tools more accessible and increasing productivity. enhanced farmland security – the agro-rangers initiative was established to combat insecurity on farms, allowing farmers to cultivate their lands safely without fear of attacks. renewed hope agric empowerment project for idps (rehaepi) – the ministry launched an agricultural empowerment initiative for internally displaced persons (idps) in nasarawa state in collaboration with . •300 idps and local farmers were enrolled with otech microfinance bank to receive financial support. •150 hectares of farmland and farm inputs were allocated to boost food production. •the intervention garnered strong support from local communities, demonstrating its impact and effectiveness. this intervention was extended to plateau and borno states. the facts speak for themselves. nigeria is increasing food production, securing farmlands, empowering farmers, and driving down food prices. there is zero evidence to support claims that food imports are the reason for price declines."
2025-02-10 23:15:17+00:00,Agri,"bleacher report is predicting that stephon castle will still win rookie of the year, even after moving to the bench following the trade for de’aaron fox. with jared mccain out for the season, castle is now the nba’s top rookie scorer. since the trade, he’s thriving as a sixth man, averaging 19.7 ppg—including a 33-point explosion vs. charlotte. in a weak draft class, castle is set to outshine jaylen wells, zach edey, kel’el ware, yves missi, and others for roy. porvida"
2025-02-10 23:48:56+00:00,Agri,"whether it’s thedoom-and-gloom headlines, distrust in the government, skepticism over earnings, or fears of an escalating trade war, the bottom line is—“these stocks are uninvestable.” just look at this chart. short interest in the large-cap china etf $fxi was recently at the highest level it's been in the last year and is still elevated today. read my full note here"
2025-02-11 13:02:22+00:00,Agri,"now available: the outlook 2025 issue of the paer! this year’s issue focuses on the ripple effects of the 2024 election, highlighting policy shifts that could significantly impact trade, farm incomes, rural development and the broader economy."
2025-02-11 13:59:36+00:00,Agri,"apeda organized ""krishi kranti – the fpo conclave"" in bhopal, madhya pradesh empowering 194 fpos to become key players in agri-exports! krishikranti fpo apeda agriexports doc_goi"
2025-02-11 14:16:21+00:00,Agri,"china targets us farm equipment with tariffs. more than 50 u.s. farm & gardening products such as mowers, egg sorting machines, sugarcane harvesters & combines were listed as subject to tariffs & several types of tractors, sprayers and planters."
2025-02-11 14:50:30+00:00,Agri,the us has some of the best production farm ground and logistics in the world but we have an agricultural trade deficit? make it make sense
2025-02-11 15:02:58+00:00,Agri,"checkout , a memefi and gamefi project launching its token, $ngu on the chain tomorrow, february 12th trade, stake, and climb the leaderboard while chasing $ngu gains. ↳ registration for early access to full game features is now open, join here: there are giving away $15k in base credits to bring in more memecoin degens. this project has the official support of the base team, both and have signed up, don't miss out on this! crypto base ngu gamefi memefi launch"
2025-02-11 15:32:23+00:00,Agri,"canada’s agriculture and food sector is un-beet-able! in 2023, we exported $99b in agriculture and food products, making us the 8th largest exporter in the world! happy agriculture day, canada!"
2025-02-11 15:40:54+00:00,Agri,trade is vitally important for america's farmers. in last year's bipartisan committee-passed farm bill we doubled funding for trade promotion and market access.
2025-02-11 15:44:10+00:00,Agri,"sacramento kings gm monte mcnair joined & to explain the decision to trade de'aaron fox: ""the [trade return] package was enticing. we'll see how it ultimately ends up working out, but we're excited for what we've seen so far."""
2025-02-11 16:19:13+00:00,Agri,'brexit will save our environment - not the eu' writes cen's for . read how brexit has: rewarded nature-friendly farming protected our marine life unlocked green trade
2025-02-11 16:25:00+00:00,Agri,"canada’s farmers are the backbone of our economy and food security. on cdnagday, we celebrate their hard work and commitment to feeding our nation. conservatives stand with farmers—fighting for lower costs, fair trade, and a strong agri-food sector. show your support today! thankafarmer pierre4pm agstrong teamconservative liannerood"
2025-02-11 16:59:38+00:00,Agri,"it's true that us steel production isn't up since the imposition of a 25% tariff in 2018, but it's also true that there were lots of exclusions to that tariff, which de facto allowed lots of steel into the us tariff free. those exclusions on steel imports are now rescinded."
2025-02-11 17:12:25+00:00,Agri,register now for the next kiel trade talk: (ul bruxelles) will present research on brazil’s 1995 fdi liberalization & its labor market effects. spoiler: a skill-biased reallocation shock
2025-02-11 17:13:56+00:00,Agri,"china has exploited the de minimis loophole to flood the us with uninspected, untaxed, often dangerous goods—from counterfeit products to fentanyl precursors fueling america’s opioid crisis. we’ll continue to work w/ to close de minimis for good."
2025-02-11 18:05:56+00:00,Agri,"with all the talks of tariffs and trade, we think cdnagday has fallen at the perfect time! let us celebrate canadian agriculture from its producers, processors, companies, researchers, and so many more who help move canadian agriculture around the globe & benefit so many!"
2025-02-11 18:09:56+00:00,Agri,"happy international day of women and girls in science kephis celebrate you today and everyday for your immense contribution to plant health, food security and safe trade!"
2025-02-11 18:24:16+00:00,Agri,"president asif ali zardari met with president of portugal, marcelo rebelo de sousa, at palacio nacional de belem in lisbon today. both leaders exchanged views on strengthening cooperation in all areas including trade and investment, culture and people to people contacts."
2025-02-11 18:24:44+00:00,Agri,strengthening food import safety! 41 customs officials trained on the food import clearance system by fssai & nacin at grfl icd ludhiana. ensuring safer food imports for a healthier nation! we're committed to ensuring safe & compliant food imports for india's well-being.
2025-02-11 18:33:39+00:00,Agri,"last chance to register for two days of innovative agriculture knowledge & industry updates the 2025 farming smarter conference & trade show offers you the chance to swap stories, share knowledge, and learn to position your operation for success in the coming growing season! join other bright minds and innovative thinkers across the ag industry, feb. 12 & 13. don't wait, register today:"
2025-02-11 18:37:06+00:00,Agri,"restaurants canada has been calling on the federal government to exempt all food from gst and hst or at least extend the tax relief until the tariff dispute with the united states is resolved. more than half (53%) of restaurants are operating at a loss of just breaking even, compared to just 12% pre-pandemic, largely as a result of reduced consumer spending. read more from restaurants canada president & ceo, kelly higginson (), here:"
2025-02-11 18:59:51+00:00,Agri,"every year, thousands of cdn horses endure a brutal 28+ hour journey without food, water, or rest to be slaughtered overseas. you can make good on your party’s promise and ban live horse exports for slaughter. cdnpoli cdnag heroforhorses"
2025-02-11 19:01:08+00:00,Agri,"wtf. ai is going to completely change the way we trade. just look at what this agent does. it flags likely rugs and scams for you on pump fun so you don't have to think twice before trading. checking for sniper activity, token bundling, smart contract vulnerabilities, reused social accounts, dev history. soon all of this will be abstracted away from the user. how could you not be bullish on ai and crypto."
2025-02-11 19:03:56+00:00,Agri,"february wasde cuts south america corn crop, brazil and ukraine exports – asap agri the february wasde report lowered global corn production for mmt to 1.212 bmt, largely driven by a reduction in south american output. argentina’s harvest was cut by 1 mmt to 50 mmt, close to the average trade expectation, reflecting lower yields amid a prolonged drought. however, this figure remains above the forecast by local analysts. brazil’s corn production was revised down by 1 mmt to 126 mmt, due to delays in second-crop corn planting, which may impact yield potential. while this figure is below the average trade estimate, it is still higher than local analysts' projections. detailed corn outlook"
2025-02-11 19:45:57+00:00,Agri,"russia’s assault on ukrainian agriculture caused a substantial decrease in ukraine’s harvested land area. while the country is adapting, reduced farming and exports have realigned global agricultural trade in russia’s favor. more from :"
2025-02-11 19:46:45+00:00,Agri,"if you're not making your assests work, you are missing out. $land | offers property-backed nfts, which allows users to trade, stake and earn or use in defi application also,liquidity mining and farming options enhances earning potential of token holders. rwa"
2025-02-11 20:00:35+00:00,Agri,"it's canada's agriculture day! today, we celebrate and honour the hard work and innovation of those in the agriculture sector! cdnagday"
2025-02-11 20:08:00+00:00,Agri,| glad to welcome students hq and to celebrate womeninscience day with them. we look forward to working together to protect consumer health and facilitate fair practices in the food trade through science-based international food standards. codexfamily
2025-02-11 20:42:32+00:00,Agri,"mr a buys 1 acre of land- ₦3m 1. waits for 10 years 2. resells for ₦10m mr b buys 1 acre of land- ₦3m 1. uses the land for farming 2. earns yearly return of ₦1.5m 3. after 10 years, total of ₦15m in returns 4. can still sell the land for ₦10m invest in oil palm today-dm"
2025-02-11 20:59:15+00:00,Agri,"from the farm gate to the dinner plate - trump’s tariffs, funding freezes, and nutrition cuts would hurt farmers and families."
2025-02-11 21:07:21+00:00,Agri,"it’s cdnagday but instead of just celebrating, we need to talk about the bigger picture & most importantly ""what are we going to do about it"" canada has the food the world wants, yet we're trending the wrong direction in being a world leader in food exports & leadership - as discussed in the new report ripe for growth i’m at the futurefoodcanada conference, pushing for action. let's not just talk. let's execute. let's lead."
2025-02-11 21:20:57+00:00,Agri,"i can’t believe that fox aired the long list of everyday items, including food and cars prices that will skyrocket because of trump tariffs. the beer"
2025-02-11 21:35:53+00:00,Agri,canada keeps supply management despite push to remove trade barriers
2025-02-11 22:08:05+00:00,Agri,"trump promised to lower food prices but his new tariffs, cuts to usaid, and mass deportations are creating chaos in the food markets. working families are going to have sticker shock on their guacamole, salads & fruit as the mexican tariffs kick in. glad i planted an avocado tree."
2025-02-11 22:09:59+00:00,Agri,"our statement on 232 tariffs and their impact on farmer, ranchers, and made-in-america exports:"
2025-02-11 22:10:24+00:00,Agri,"admittedly, in this case just food, but when we left the eu, we lowered average tariffs from the eu's 17% to 15%. so just 2% lower. but that's on landed prices, so by the time your food gets to the supermarket shelves, the benefit will likely be zero. seeing as trump is ripping up current fta's, now is not the time for uk to be offering the usa one."
2025-02-11 22:30:00+00:00,Agri,"burning yourself out isn’t success exhausting yourself isn’t happiness seeing your friends isn’t optional glamorizing overworking isn’t working your body and mind need sleep, food, rest and exercise don’t ever trade your health, it’s something you can’t buy back."
2025-02-11 22:54:37+00:00,Agri,"their tariff policies and trade conflicts will make the cost of groceries increase. weakening usaid puts global food security at risk, undermining humanitarian relief programs that reach more than 60 million people. dani’s latest article in forbes has more analysis on what’s to come for hunger, health, and labor:"
2025-02-11 23:05:25+00:00,Agri,"during house hearing, lawmakers trade blame for farmers’ woes read more from the food policy tracker"
2025-02-11 23:19:04+00:00,Agri,"2025.2.11 president trump recently identified a trade loophole called 'de minimis' that allowed bargain sites like temu and shein to mail cheap chinese and illicit goods to the u.s. duty-free. in 2019, miles guo exposed how the ccp banned fentanyl use in china but encouraged its export to the u.s. through post."
2025-02-11 23:43:01+00:00,Agri,"trump's tariffs on canada, mexico, and china would cost the typical us household over $1,200 a year"
2025-02-12 11:04:34+00:00,Agri,"today, with , & other ngos, we've written to urging them to stop the cruel transport of unweaned calves from ireland to france, a trade in breach of eu animal welfare legislation banliveexports"
2025-02-12 11:45:06+00:00,Agri,raymond j. de souza: trump wants tariffs with no tradeoffs. it won't happen
2025-02-12 12:57:24+00:00,Agri,"note: the tariff collection for de minimis is still on hold, but this is a welcome development: online shopping giants temu and shein have seen a sustained drop in sales in the week after us president donald trump scrapped a duty exemption via"
2025-02-12 13:00:10+00:00,Agri,"by investing in dairy processing and inspection in the kyrgyz republic, is helping create jobs, improve food safety, and boost exports. learn more:"
2025-02-12 13:25:03+00:00,Agri,"we met with representatives of solidarność () from group azoty to discuss the impact of cheap, unsustainable fertilizer imports from russia flooding the eu market. as jobs disappear, europe's economic & food security, and strategic autonomy, are at risk."
2025-02-12 14:00:20+00:00,Agri,"whether helping a young farm family begin, supporting veterans as they begin their career in agriculture or financing u.s. agricultural exports around the globe, farm credit is committed to the success of american agriculture. farm credit member-owners represent all of ag, from the smallest operations to the largest – and everything in between."
2025-02-12 14:05:24+00:00,Agri,"clearly time for 25% tariffs on food, energy, cars/parts, & construction materials from canada & mexico."
2025-02-12 14:17:58+00:00,Agri,"spoke with todd battis on ctv news atlantic about why canada needs a united front to tackle the threat of u.s. tariffs. together, we’ll show the strength and resilience of our country—we’re not backing down. / j’ai parlé avec todd battis sur ctv news atlantic de l'importance pour le canada de faire front commun face à la menace des tarifs américains. ensemble, nous démontrerons la force et la résilience de notre pays—nous ne reculerons pas."
2025-02-12 14:45:57+00:00,Agri,"breaking: consumer prices rose 0.5% in january, pushing the annual inflation rate to 3%, both higher than expected. food prices jumped 0.4%, while energy prices surged 1.1%, driven by a 1.8% increase in gasoline costs. make no mistake—with trump’s tariffs on steel and aluminum and ongoing threats of tariffs on our major trade partners, inflation will only continue to worsen."
2025-02-12 14:49:09+00:00,Agri,"africancurrents | how africa can curb expensive imports with unusual local solutions can africa's food systems thrive without wheat? answer by gregory nwaoliwe, a research associate at the food and nutrition science laboratory (fnsl) unit at iita, nigeria"
2025-02-12 14:50:06+00:00,Agri,multinational food and beverage firms push canadian-made products amid tariff spat
2025-02-12 14:56:33+00:00,Agri,"poland’s online drug trade is booming, fueled by telegram, inpost, and blik. dealers operate like e-commerce businesses, with deliveries faster than food couriers. a months-long investigation reveals the staggering scale of this digital black market (1/)"
2025-02-12 15:28:15+00:00,Agri,100% disagree with whomever is feeding those other folks (aaa). be careful who you listen to. tariffs that haven't been implemented are not having an impact.
2025-02-12 15:35:37+00:00,Agri,"in strasbourg today: met nz’s ambassador to the eu, mr simon draper - discussed eu-nz ties, agri reforms and global trade. also met uk deputy ambassador caroline read on post-brexit trade, security energy & fisheries. plenty of critical issues to discuss & tackle."
2025-02-12 15:49:13+00:00,Agri,what food spots do locals love in lower manhattan? is hitting the streets on the world trade center campus to find out! cafe hestia - 80 maiden ln food truck wednesdays - zuccotti park mywtc lowermanhattan explorenyc nycfood
2025-02-12 16:00:02+00:00,Agri,"sonic blockchain x solidly defi just got faster and more efficient! solidly on sonic, bringing deep liquidity, high-yield farming, and seamless trading to the fastest blockchain. earn. trade. grow. the future of defi is here!"
2025-02-12 16:18:36+00:00,Agri,"the hon. gary mar kicked off fsc25 with a talk on trade, tariffs, and opportunity to stir our audience into adopting a ""viking"" mindset to drive the improvement of canada's gdp through our ag exports agriculture economics tariffwar canada foodsecurity"
2025-02-12 16:30:00+00:00,Agri,"it was great to join to talk about how trade and financial markets impact every part of our lives from the cars we drive, the food we eat, and the clothes we wear."
2025-02-12 17:00:24+00:00,Agri,"the eu's new tariffs on russian fertilizer won’t hurt russia but will drive up food prices, fueling unrest. instead of market distortions, policymakers should address the real issue: costly energy due to bad political decisions. | scott semet"
2025-02-12 17:02:14+00:00,Agri,"meet mike! the director of hale events, bringing 30 years of trade show expertise to the south west. from local producers to major food service brands, he loves the passion in the region—and source is his favourite event!"
2025-02-12 17:06:28+00:00,Agri,"build your farming empire in sunflower land! sunflower land is an onchain farm simulation game where you grow crops, gather resources, craft tools, and trade with other players to build a thriving farm business! game highlights: farm & harvest over 11 unique crops to earn $sfl tokens! craft tools & expand your land to unlock rare resources! customize your bumpkin nft—your character evolves as you play! trade & own assets with full web3 integration on polygon blockchain! join a growing economy—supply & demand shape the market! sunflower land is growing bigger than ever! will you rise as the ultimate farm tycoon? discover more with stay connected to the latest in web3 gaming. from strategy rpgs to blockchain-powered experiences, is your guide to exploring the next generation of gaming. web3gaming playtoearn sunflowerland"
2025-02-12 17:06:33+00:00,Agri,"it's day 24, and grocery prices have not come down a penny. consumer prices up 5% in january. bacon up 6% in january. trump has been president for 24 days and prices are getting worse. maybe tariffs that consumers pay for, and deporting farm workers were not such a great ideas."
2025-02-12 17:20:00+00:00,Agri,"| codex is expanding its set of standards to ensure that consumer health remains protected, while practices in the food trade are fair. a elearning course will help you master the foundations of codex on any digital device. foodsafety"
2025-02-12 17:28:00+00:00,Agri,6 days to go until our big food show on feb 18th & 19th book tickets: - big promos - cooking demos - 100s of exhibitors - 1000s of products - trade event looking forward to seeing you there! familybusiness food event
2025-02-12 17:32:23+00:00,Agri,thank you to saunders bros farm for dropping off some incredible virginia apples for my office! going to keep fighting for a more stable trade outlook so our virginia producers can keep exporting the most delicious apples across the globe.
2025-02-12 17:48:45+00:00,Agri,"immigrant workers are essential workers to our livestock, agriculture, and food production industries. mass deportations and tariffs would drive up costs for consumers and strain local economies, threatening food stability"
2025-02-12 17:53:01+00:00,Agri,"here’s brayan mendoza, who was part of the jake burger trade, against dillon head. marlins"
2025-02-12 17:54:50+00:00,Agri,"$fame is at biofach 2025 this week, we’re in nuremberg for biofach, the world’s leading organic trade fair, to showcase how fame is revolutionizing agri-food trade with transparency, efficiency, and blockchain-powered trust. why is fame a game-changer? for producers – directly reach global markets, secure better prices, and tell your story! for wholesalers & buyers – find reliable suppliers, negotiate transparently, and access real-time trade finance. for consumers – know where your food comes from and support ethical supply chains. organic & local meets web3 innovation we are building the future of agri-trade where payments are seamless (usdc, eurd and btc). our model empowers producers, cuts out inefficiencies, and ensures that food supply chains are fair, sustainable, and profitable for all. join us at biofach! let’s connect and explore how fame can help your business thrive in the new era of digital agriculture. find us at [location/booth if applicable] learn more: fame biofach2025 agritech organictrade blockchain foodsupplychain web3 sustainablefarming"
2025-02-12 18:01:50+00:00,Agri,"to help meet environmental goals in the agriculture sector, several countries have introduced trade-related measures. what are these measures and how do they compare across countries? see our new paper"
2025-02-12 18:18:51+00:00,Agri,walin castillo vs garrett forrester who was in the bryan de la cruz trade. forrester with a solid line drive. marlins
2025-02-12 19:14:15+00:00,Agri,"grabbed these from the post of one of my former buyers in the us, a major seafood importer/distributor. vietnam is now farming lapu-lapu in fish cages. we are so very far behind. marine products is one of the major exports of vietnam to the us, europe and asia."
2025-02-12 19:47:40+00:00,Agri,"trump changed his mind on closing the ""de minimis"" trade loophole—the real solution we need to target fentanyl flows—after meeting with the ceo of fedex. in our latest newsletter, breaks down what's needed to fix the problem in a durable manner."
2025-02-12 20:08:31+00:00,Agri,new listing on freestyle! trade the following pair on and : $layer/ usdt
2025-02-12 20:13:50+00:00,Agri,interview on trump tariff policy with the observador (for my portuguese speaking friends)
2025-02-12 21:42:57+00:00,Agri,"us jan cpi +0.5%m/3%y, core +0.4%m/3.3%y both a bit stronger than expected with higher energy & food, but also used cars, airfares & insurance goods inflation easing up just as tariffs come core pce may be lower at 0.3%m but this will keep the fed cautious and on hold"
2025-02-12 21:46:13+00:00,Agri,"17.5% apy on $cspr native staking rn. staking rewards are a big part of this trade for me. as total number of cspr in staked wallet increases without additional capital, average entry goes down by de facto."
2025-02-12 22:26:16+00:00,Agri,don’t trade $hex buy it & stake it!
2025-02-12 22:58:41+00:00,Agri,"i have been a crypto trader for a while, and i have never been able to trade crypto on a prop firm with this kind of execution and liquidity. always remember that on cfds prop firms, they can manipulate prices, liquidity, spreads, etc. don't fade - amazing experience."
2025-02-12 23:30:08+00:00,Agri,explore the multifunctional spaces at the agri-food hub & trade centre! learn more and book now
2025-02-13 12:53:39+00:00,Agri,"the 13th edition of krishi darshan expo 2025 will showcase the rapidly growing agriculture industry from february 15th to 17th at nrfmtti, hisar, haryana. with over 350 global exhibitors, this event is set to attract over 1,15,000 farmers, trade visitors and agricultural professionals, offering a platform for innovation and networking. the expo will feature live demonstrations on cutting-edge agricultural technologies, including precision farming drones, crop residue management, farm mechanization solutions and organic farming. a prime opportunity to explore over 5,000 products and solutions, highlighting the future of agriculture. agrigoi krishidarshanexpo2025 agricultureexpo cropresiduemanagement farminginnovation farmmechanization agritechnology dronetechnology agriculture agrimachinery farmtech agriexhibition agriequipment agtech nrfmtti haryana hisar"
2025-02-13 13:01:53+00:00,Agri,"brillion – the airbnb of food supply built on , farmsent is creating a farmer-first depin for the 3ts: trading – direct access to global markets trade finance – financial tools for fairer deals traceability – transparent, verified food sourcing"
2025-02-13 13:13:55+00:00,Agri,". “immune” to tariffs, ceo says"
2025-02-13 13:43:54+00:00,Agri,"us wholesale prices picked up in january on higher food and energy costs, highlighting only limited progress on inflation ahead of tariffs imposed by the trump administration"
2025-02-13 14:00:07+00:00,Agri,"by the middle of the 18th century, the lakotas were primarily bison hunters. they hunted for food and hides. the surplus in hides was traded to other tribes or to anglo-americans for other things they needed. women prepared the hides for trade by stretching and tanning the hides."
2025-02-13 14:06:24+00:00,Agri,another listing today on freestyle! trade the following pair on and : $b3 / usdt
2025-02-13 14:06:33+00:00,Agri,"3 things to know this morning: 1. us stock futures in the green as investors digest ppi, jobless data 2. investors brace for additional tariffs 3. global farming slump hits $de results watch the live show here:"
2025-02-13 14:23:48+00:00,Agri,in a few minutes at - 10:00am eastern join me to discuss the changes to e-commerce importation and logistics due to the tariff and 321 aka de minimis changes. link in replies.
2025-02-13 14:24:20+00:00,Agri,"26 yrs ago feb 13: outpoints ike quartey over 12, retains wbc 147lb title, thomas&mack ctr lv. in showdown between unbeaten stars, pair trade 6th-round knockdowns in close tilt before de la hoya drops quartey in 12th, almost finishing him in dramatic final moments."
2025-02-13 14:33:15+00:00,Agri,"if you're talking global commodities, you're talking brazil. top exports: 1 in soybeans & coffee major corn supplier largest sugarcane producer big in oj exports from your morning brew to food supply chains—brazil dominates. commodities brazil"
2025-02-13 15:06:25+00:00,Agri,"this nationalcheddarday, we’re feeling grate-ful to celebrate cabot creamery! a long-time supplier in food export's branded program since 2002. foodexport cheddarday"
2025-02-13 15:08:01+00:00,Agri,from growing wheat for the bun to corn for the cattle– it turns out that the secret ingredient to the big mac is potash. a tariff on canadian potash is a tax on americans’ food. let's keep tariffs off big macs. and everything else.
2025-02-13 15:09:42+00:00,Agri,"submitted a memorandum with the director-colleagues of goa bagayatdar skvs maryadit to shri. ji, union minister (mos) for trade & commerce. the availability of imported produce of agri. products viz. cashew, arecanut and black pepper at cheaper price adversely affects the pricing mechanism of produce in india. therefore, demanded enhancing of import duty on cashew, arecanut & black pepper and strict compliances so that indian produce can get good price for their produce. goabagayatdarskvsm"
2025-02-13 15:11:56+00:00,Agri,"1 rabbit, 10 profits. from one rabbit,you get: 1. meat 2. manure 3. urine (liquid fertilizer) 4. fur 5. breeding stock 6. skin for leather 7. bones (calcium source) 8. pet trade 9. research & lab use 10.feeder stock agrihopperbusiness rabbitmultipurpose zerowaste"
2025-02-13 15:16:49+00:00,Agri,"“the cavs are in the conversation and it is a serious threat. if he (de’andre hunter) does what he did in atlanta into this situation. cleveland is back and they think they can win it” the cavs had the steal of the trade deadline. they added a dawg in de’andre hunter. ain’t shyt sweet in cleveland, they are officially in the conversation of legitimate contenders and they aint shying away from boston. s/o the cavs for building themselves the right way"
2025-02-13 15:24:52+00:00,Agri,"with the amount of salmon produced & consumed within the uk changing v little. todays news of more exports, simply means more norwegian salmon imported into uk & lots more flights. what is there to celebrate?"
2025-02-13 15:48:00+00:00,Agri,"trade $second on laborx looking to buy or sell $second? check out the gigs section on laborx. there, you’ll find people offering the best deals and trade securely. web3 is all about freedom. make your own market, set your own price, and get the deal that works for you. start trading today."
2025-02-13 15:57:34+00:00,Agri,"trump’s cruelty knows no bounds—slashing cancer research, gutting food aid, and driving farmers out of business while imposing tariffs that will squeeze american families. even republicans are panicking as his reckless policies devastate their own states. he doesn’t care who suffers, as long as he can pretend to be a tough guy. his incompetence is matched only by his arrogance, and if the gop had any spine left, they’d stop enabling this disaster before it’s too late. trump trumpvance2024 trumpappointments trumpera trumpsrevenge2024 usa maga hate retribution usaelection2024 trumplies trumpisunfitforoffice tarrifs savedemocracy bidenharris democracy trump2025 elon_musk musk pricerise resist fundingfreeze doge usaid usaidfundingfreeze"
2025-02-13 16:19:07+00:00,Agri,"don’t forget to register for our free webinar on feb 19 at 11am: we'll be discussing the future of trade relationships with the us and other global partners, and whether canada can handle its own trade negotiations and market access."
2025-02-13 16:26:00+00:00,Agri,"what could tariffs mean for your operation? join us as we discuss current agricultural risks and tips for navigating on-farm uncertainties. register to watch live or later: this webinar will feature co-founders david widmar and brent gloy, and our economist matt erickson."
2025-02-13 16:27:44+00:00,Agri,"harnessing frontier technology for food security in nigeria africa’s most populous nation is making strides in agricultural innovation by leveraging satellite imagery, earth observation systems and remote sensing tools. learn more:"
2025-02-13 16:51:49+00:00,Agri,"trade makes diverse, nutritious food available worldwide, but strong local agrifood systems matter too! champion & celebrated chef cristina bowerman explores lesser-known ingredients & the ""adopt a farmer"" initiative, encouraging links between chefs & local farmers."
2025-02-13 17:07:09+00:00,Agri,"brooke rollins confirmed as u.s. agriculture secretary the senate has officially confirmed brooke rollins to lead the usda, securing a huge win for american farmers. with tariffs, supply chain issues, and food security on the line, agricultural groups pushed for her quick confirmation—and now she’s set to take action. rollins, a staunch america first advocate, is expected to fight for fair trade, boost rural economies, and cut red tape. source: rfd tv"
2025-02-13 17:24:35+00:00,Agri,"rollins, a close trump ally, will lead the department as mass deportation plans could lead to farm labor shortages and tariffs could hit agricultural exports."
2025-02-13 18:03:09+00:00,Agri,"wtf is iq$? the ai x defi play you’re sleeping on most “ai crypto” is just slapping chatgpt onto a token and calling it innovation. iq$? actually building autonomous ai agents that trade, yield farm, and manage assets, on-chain, no humans needed. let’s break it down."
2025-02-13 18:43:58+00:00,Agri,"super thrilled to announce that the fabulous georgie grasso, winner of gbbo 2024 will be at our food show on feb 18th tickets: - meet georgie and join our q&a session - 1000s of products, big offers - trade only"
2025-02-13 19:04:11+00:00,Agri,"agri-pulse summit to focus on taxes, trade and technology"
2025-02-13 19:15:44+00:00,Agri,"trump’s trade war; donald trump has announced new tariffs on countries that impose import taxes on the u.s., risking another trade war that could raise prices for american consumers and businesses. what’s at stake? higher costs on everyday goods like food, electronics, and cars job losses in industries affected by retaliatory tariffs strained international relations & economic uncertainty a trade war doesn’t help working families—it hurts small businesses, raises inflation, and destabilizes our economy. we need leaders who fight for smart economic policies, not reckless trade battles."
2025-02-13 19:33:53+00:00,Agri,"this week, we had a productive series of meetings with u.s. officials and key stakeholders in washington, d.c. discussions centered on strengthening our trade relationships and advancing north american food, energy and manufacturing security."
2025-02-13 20:16:37+00:00,Agri,"breaking: president donald trump announces sweeping reciprocal tariffs on all nations, including canada."
2025-02-13 20:31:59+00:00,Agri,"a deadly disease threatens our food supply and our health. we have a vaccine that could have stopped it and could still slow it. we aren't using it because the chicken industry worries it will lose ""billions of dollars in international trade deals"" if we do. it's an outrage."
2025-02-13 21:16:45+00:00,Agri,every heard of duty drawbacks? it encourages the import of low-cost foreign wine at the expense of us wineries and grape growers. the federal government will remove the taxes and fees on imported wine if a winery also exports wine somewhere else within 5 years.
2025-02-13 21:19:37+00:00,Agri,"holy smokes trump just bodied cnn's kaitlan collins in the oval office leaving her speechless after signing executive order on reciprocal tariffs: trump: ""excuse me. we haven't asked you to speak yet."" collins: ."
2025-02-13 21:22:53+00:00,Agri,since he is removing all the immigrants from the fields and cutting off funds to the usda which supports farmers and putting huge tariffs on imports of food. we better all be prepared for empty shelves at the grocery store. inflation ticks up to 3 percent annual increase in january
2025-02-13 21:42:23+00:00,Agri,"""in his first term, president trump successfully ended the outdated and unfair nafta, replacing it with the historic usmca to deliver one of the largest wins for american workers."""
2025-02-13 21:43:24+00:00,Agri,"when the corrupt british government levied taxes on american imports, especially tea, our forefathers revolted, took things into their own hands and threw it into the sea. for the last four years a corrupt american government has driven up our prices, and people have largely just complained and paid it. we can’t throw away food and protest, but there are a lot of simple things as patriot we can try to grow to be more self reliant. grow your own. buy from local farmers where you can. be independent."
2025-02-13 22:09:44+00:00,Agri,sec has *acknowledged* nyse's 19b-4 filing to list & trade grayscale dogecoin etf. that’s right. dogecoin. $doge - fuck the haters god damn baby smack that ass baby damn. i’m sick of it bro get off me
2025-02-13 22:54:25+00:00,Agri,"details are still emerging, but experts suggest that mr. trump’s counter-tariffs could potentially target canada’s protected dairy, egg, and poultry industries."
2025-02-13 22:58:04+00:00,Agri,taxes are financial charges imposed by the u.s. government on americans and u.s. businesses. tariffs are financial charges imposed by the u.s. government on americans and u.s. businesses if they import goods. a tariff is a tax.
